rainfall,soil_saturation,elevation,temperature,humidity,risk
41.836345409998984,35.508523436241845,75.86553790953232,31.74227059605091,58.78211758829635,No-Risk
56.7069117957173,53.23324772759107,49.13579547618953,11.982337547596577,45.708643848478175,Warning
36.74431160614275,93.97695706964664,75.76593648754863,23.94981219930891,54.24170505892714,Watch
32.90140845002201,49.64804141488724,143.5045798334325,13.929228049235311,59.44522246252613,No-Risk
61.58510659109801,36.13626107715109,35.4204955632467,27.21361614083908,55.38509595074633,Warning
35.06747082181014,46.524752212756795,160.59390544403047,38.135441406829585,71.40491271467282,No-Risk
46.920101579480956,51.84354215053666,270.6528414402659,21.207321744424252,88.78982358335531,Watch
43.78972196587483,46.97663238618901,95.0493411898084,26.018016242377723,93.09488609454871,Watch
61.54827183247843,49.372905986469966,0.0,31.051893719373112,77.56462752769906,Warning
28.784410093054106,21.131064061263206,0.0,8.458216545867803,100.0,Watch
75.9116770833271,30.747390498280975,162.12524413692603,20.823116142846498,64.65440415150371,Watch
23.451965663977703,47.01329525857005,95.22030568316451,27.916125274182804,45.5122143699636,No-Risk
49.05306122183333,46.69464059955126,170.14647168512425,1.8240421947418,85.79767101832255,Watch
45.16603940980181,38.676214502799986,57.30926006725204,17.18553205540023,42.42108412376406,No-Risk
21.779446632097134,46.45972827847126,166.44988380318654,33.80686378705032,58.67495465950294,No-Risk
51.90149490542203,51.22029710828411,87.33606612402197,33.0239752036058,77.80168348634194,Watch
30.476933883253757,67.7882691304905,41.39967557408407,27.994545818960802,68.46427779926829,Warning
16.255538661069274,48.015765295478985,67.92012169580924,32.05758111954542,67.13570855692741,No-Risk
56.44250701115822,57.982064105965065,4.235651566141087,26.72083387537171,52.28814950769991,Warning
11.316073165663346,39.16799397132158,259.1487646865289,29.44315925953852,69.83796415849994,No-Risk
18.933510461222134,61.44191447196964,92.28945491532103,22.47477032927509,85.05493733106688,No-Risk
36.43783007314523,57.51460595224714,151.56112709457568,25.92650146337674,70.29951874804028,Watch
61.275812399222964,67.31634006359639,57.05046937033606,19.94103690867342,57.54661180538409,Watch
54.11518028892321,64.26920924888975,15.845774241614151,35.10786675345851,51.28692309104004,Warning
41.36949766642129,61.774712457622925,81.28955912656518,37.172475276017614,57.856081255666325,Watch
8.089834422619983,48.031651826844396,188.0954026703359,36.039302405576585,75.88500628621537,No-Risk
22.603653630610566,54.898784540889366,58.34145668813731,21.7351299065771,75.15403393539565,No-Risk
26.721928083223183,71.27017856903052,30.357442181646775,17.3698076850793,57.99239349106497,Warning
15.602999633626833,36.95850861194411,112.43713954953148,35.2157892860013,36.83860867026913,No-Risk
6.027563130418222,37.43184442606269,139.92180805741953,29.351257620731303,76.30019145508247,No-Risk
37.71466340548672,53.62862795900724,231.42785350825466,27.62867473218914,56.53438901537123,Watch
55.27583964139744,58.30559380530907,128.3000382697996,19.930943320438836,80.33593718522926,Watch
25.11568576511572,33.51787001471991,151.51941428249881,28.40531050109412,58.658355368083754,No-Risk
60.756041814331205,48.504748731733834,157.54201895362573,16.317775522704522,55.18149319495287,Watch
10.05325526160233,48.120024515424305,7.758769445389575,30.072498848632257,72.29757860889376,Watch
14.783132989885017,5.694397687930589,22.933434362436458,36.031093596849686,100.0,No-Risk
37.14764166622274,45.60812021482481,13.288296831547967,38.048364351263615,81.2354498667486,Watch
23.47393261323964,46.853643343030676,0.0,30.668192432878527,72.04328948808778,Watch
52.23557600415833,46.79414114353962,163.6367899896323,13.943827603031027,75.38277304571453,Watch
46.57285934942449,78.31828549154537,123.20400733310044,26.578641047568173,43.73326207771604,Watch
24.81058683973554,25.68403402982249,106.35968504731596,42.1174539524617,53.164894438711656,No-Risk
11.009229034056876,33.50754857590775,0.0,18.051107276461728,32.336067024292916,Watch
22.622996629851727,0.0,264.4381486894895,24.526547416718262,95.94810841864934,No-Risk
47.35069256498524,40.381666676517185,28.458239667715546,36.30819481440782,92.91079043733623,Warning
53.63411420877994,42.08712891747998,264.1450204751166,29.937071376588683,75.89227789322365,Watch
23.55484172990292,39.800456473314874,0.0,44.84125059588084,72.02672654626308,Watch
5.990775706952376,72.1535467896752,35.00790731547704,19.137044934171293,46.7261499625363,Watch
9.517159754187134,67.21235044673926,0.0,17.081953714073425,66.71050059623964,Watch
44.75758183889637,51.55713448534608,128.9699980754158,34.79300348668139,96.88587817605838,Watch
24.491567933071153,42.58773892920276,11.89945433510141,15.432970973827713,71.97123997293572,Watch
24.95485203599354,70.52379336213727,14.159987672131663,23.42585608945971,61.530303006821555,Warning
14.571447896954936,49.60484280328297,0.0,24.474827641123387,43.6289400999458,Watch
14.328840514213269,33.63459922163084,162.18840501902903,33.28791578708738,90.70458591596207,No-Risk
60.0779012322812,15.67502645030897,156.91709212540377,29.914143744201976,68.94874298458515,No-Risk
45.85530453924906,41.17371012208635,244.96271128630283,28.6565193134149,43.64899219955756,Watch
20.22552968421872,65.09287234345217,45.14347031416214,21.780552976786666,56.13601476892687,Watch
35.23060897173684,95.53077379086179,117.50554968374402,34.72003215265555,50.83692973962805,Watch
39.709156401319845,51.23220692378952,0.0,50.0,68.02384711432042,Warning
94.15375515686257,34.69288969759391,73.19687818117455,30.530256791383326,73.11008454419228,Watch
13.2752091599586,26.30069583431572,58.492374937505794,25.797377660374693,62.45174403582213,No-Risk
39.342389511259206,61.03909792611198,137.15599659963368,14.617096232062716,81.65569894730322,Watch
59.879393961040805,14.70767895231463,181.36174451345528,19.900148405462772,71.18203360708662,No-Risk
87.18850033089355,61.00690202809776,179.28533526652,23.290318128421568,85.93468577908195,Warning
19.3933299707926,66.35423212525825,32.57501822259114,20.72319807786294,64.64208882878921,Watch
24.24751270637835,58.725589064657285,179.87743236983997,24.871377323785214,100.0,No-Risk
52.5693238405096,45.60676656122885,96.47318903137624,39.2241286144583,61.53266914789064,Watch
7.9534745925056525,61.29881307093629,74.03224832823881,34.97733533895387,56.450050123661924,No-Risk
42.10118016249987,53.418767422566,43.31908105448653,23.729338268253965,54.60549174856364,Warning
116.03599541403216,34.43752316278817,55.20513645107584,15.333760442673116,66.83588910168542,Warning
45.219074910140584,87.00824644750051,239.38510769569865,35.6989411432193,44.206958637013244,Watch
3.0275482410076204,42.966412407789676,124.59286131952189,24.607565812309083,74.41844265741716,No-Risk
16.440844644676893,65.51504600899818,113.9689478000964,11.18799659518116,41.42044345652789,No-Risk
19.89522815606159,1.6277143460857104,79.02025131704426,30.69944094794429,72.42506386085847,No-Risk
69.12725743164843,75.52941765561857,295.6782889150423,33.20549347386772,49.7312238385547,Warning
29.40287565865902,79.37527489309164,204.40083910771398,5.592732760522647,64.2805988892986,Watch
6.0954107181764705,50.59667574253277,42.31503081609659,18.403562862936774,79.06810598698539,Watch
31.963868332360835,61.17542069475517,78.11079562363005,24.116367909538287,100.0,Watch
36.811418607472255,61.17030363215125,82.86043653032718,30.876087290468938,53.829992188282645,Watch
22.032131163753927,37.144328607185514,111.66975826260796,20.87402732300663,67.74523825860412,No-Risk
14.107994670840803,60.942446108786804,43.90192058948518,18.34286478420851,59.14361987836686,Watch
124.02553287736608,33.82739060254889,135.10532186893573,30.81735399744226,56.95194516158807,Warning
60.00837303468653,37.824861527093475,216.16705056314515,21.253421013486726,59.27540005045683,Watch
63.6358329657033,72.53886286424597,0.0,29.336437204389576,82.36099713455408,Warning
29.45032462561524,69.49315381400405,9.748261032634645,16.107874760203273,62.679162036544305,Warning
19.124019921332913,35.87248995768415,61.34731557621544,14.181335846108812,100.0,No-Risk
